"","OTU","Sample","Abundance","group","loc","site","year","season","season2","state","depth","water","TOM","Bio","hCOM","lCOM","NO3","NO2","NH4","P","pH","Salinity","mcrA_DW","mean_temp","sd_temp","mean_hum","sd_hum","mean_precip","sd_precip","Drought_Status","Drought_Prop","season3","Month","Mean_GW","SD_GW","aerobic_ammonia_oxidation","Nutrient_Date","Domain","Kingdom","Group","Phylum","Class","Order","Family","Genus","Species"
"53","Dada119","X16S.18AugPW205",119177507.3,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"54","Dada270","X16S.18DecPW205",118954918,"18DecPW2","PW","P",18,"December","18-Dec","W","05-10 cm",84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,7.69,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"55","Dada113","X16S.18AugPW105",118009847.1,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"56","Dada141","X16S.18JunCW105",117468688.2,"18JunCW1","CW","C",18,"June","18-Jun","W","05-10 cm",61.6,518.42,51.98,316.9,149.51,2.02,0.15,9.31,1.96,6.47,6.67,10500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-70.28076152,4.244748628,0.49,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"57","Dada25","X16S.18AprCW205",117274338.2,"18AprCW2","CW","C",18,"April","18-Apr","W","05-10 cm",63.8,1021,140,362,424.05651,0.5,0.1,40.9,0.5,6.28,5.47,5740000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.88,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"58","Dada23","X16S.18AprPW105",117021680.7,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"59","Dada33","X16S.18AugCW105",115505684.8,"18AugCW1","CW","C",18,"August","18-Aug","W","05-10 cm",27.07,579.233333,36.69205956,184.7545358,298.7299156,0.2,0,7.4,0.7,6.89,7.38,854000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.62,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"60","Dada168","X16S.18AprPW105",114999707.8,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"61","Dada53","X16S.18OctCD305",114568640.6,"18OctCD3","CD","C",18,"October","18-Oct","D","05-10 cm",26.40264026,316.77,15.97,218.23,82.56,0.41,0.07,6.86,0.29,7.07,0.61,361000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-69.97016465,3.881221266,0.61,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"62","Dada1403","X16S.18JunCW105",113315754.8,"18JunCW1","CW","C",18,"June","18-Jun","W","05-10 cm",61.6,518.42,51.98,316.9,149.51,2.02,0.15,9.31,1.96,6.47,6.67,10500000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-70.28076152,4.244748628,0.49,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Candidatus Nitrotoga","JQ278772"
"63","Dada168","X16S.18OctPW205",112903225.8,"18OctPW2","PW","P",18,"October","18-Oct","W","05-10 cm",79.56656347,3038.3,206.29,440.57,2391.44,0.22,0.22,49.43,13.87,6.89,0.51,1.59e+08,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,4.54,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"64","Dada453","X16S.18DecPW205",112786885.2,"18DecPW2","PW","P",18,"December","18-Dec","W","05-10 cm",84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,7.69,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"65","Dada573","X16S.18DecPW205",111905737.7,"18DecPW2","PW","P",18,"December","18-Dec","W","05-10 cm",84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,7.69,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"66","Dada103","X16S.18JunPD105",108591110.5,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"67","Dada119","X16S.18OctPD105",108435277.4,"18OctPD1","PD","P",18,"October","18-Oct","D","05-10 cm",67.0212766,859.59,101,589.43,169.16,NA,0.14,27.29,2.38,6.3,0.23,956000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,5.15,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"68","Dada33","X16S.18AprCW205",106964506.3,"18AprCW2","CW","C",18,"April","18-Apr","W","05-10 cm",63.8,1021,140,362,424.05651,0.5,0.1,40.9,0.5,6.28,5.47,5740000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.88,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"69","Dada23","X16S.18JunPD105",105207251.5,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"70","Dada573","X16S.18AugPW105",104716247.7,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"71","Dada150","X16S.18OctCW305",103973286.7,"18OctCW3","CW","C",18,"October","18-Oct","W","05-10 cm",34.10404624,462.46,40.4,101.6,320.45,0.08,0.08,12.85,0.86,6.7,2.05,7720000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0,"Autumn",10,-28.17885978,26.05611068,0.76,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"72","Dada518","X16S.19FebPD105",102444082.4,"19FebPD1","PD","P",19,"February","19-Feb","D","05-10 cm",66.27,NA,NA,NA,NA,35.82,NA,9.57,3,6.32,NA,912000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,4.25,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"73","Dada25","X16S.18OctCW205",102250048.9,"18OctCW2","CW","C",18,"October","18-Oct","W","05-10 cm",60.47297297,501.49,59.34,279.36,162.79,0.13,0.16,4.94,0.18,6.7,2.05,89400000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0,"Autumn",10,-28.17885978,26.05611068,1.05,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"74","Dada33","X16S.18DecCW105",101523124.2,"18DecCW1","CW","C",18,"December","18-Dec","W","05-10 cm",45.3,386.5818795,43.83611566,164.2174265,109.309359,0.4,0.1,10.4,0.4,NA,NA,1900000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,-6.469885753,1.638344898,0.68,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"75","Dada75","X16S.18OctPD105",101394025.6,"18OctPD1","PD","P",18,"October","18-Oct","D","05-10 cm",67.0212766,859.59,101,589.43,169.16,NA,0.14,27.29,2.38,6.3,0.23,956000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,5.15,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","FJ936885",NA
"76","Dada85","X16S.18OctPD105",99985775.25,"18OctPD1","PD","P",18,"October","18-Oct","D","05-10 cm",67.0212766,859.59,101,589.43,169.16,NA,0.14,27.29,2.38,6.3,0.23,956000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,5.15,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"77","Dada25","X16S.18AprCW105",99710306.84,"18AprCW1","CW","C",18,"April","18-Apr","W","05-10 cm",58.6,592.5035077,78.46135385,195.4287692,259.7021538,0.6,0.1,23.5,0.2,6.28,5.47,10700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.67,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"78","Dada33","X16S.18DecCW205",99617233.53,"18DecCW2","CW","C",18,"December","18-Dec","W","05-10 cm",56.2,661.2661147,70.1906428,243.6490105,244.0760782,0.6,0.1,19,0.3,NA,NA,30700000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,-6.469885753,1.638344898,0.76,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"79","Dada847","X16S.18JunCW205",98921639.11,"18JunCW2","CW","C",18,"June","18-Jun","W","05-10 cm",52.1,924.61,100.21,266.12,558.26,0.09,0.15,12.13,0.77,6.47,6.67,1760000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-70.28076152,4.244748628,0.9,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"80","Dada192","X16S.18DecPW205",96926229.51,"18DecPW2","PW","P",18,"December","18-Dec","W","05-10 cm",84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,7.69,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"81","Dada168","X16S.18AugPW105",96553511.27,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"82","Dada434","X16S.18AugPW205",96533780.95,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"83","Dada98","X16S.18AugPD205",96162396.7,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"84","Dada270","X16S.18AprPW205",94096513.43,"18AprPW2","PW","P",18,"April","18-Apr","W","05-10 cm",78.4,841.3329951,92.52824637,330.979275,307.1648106,4.2,0.1,13.4,4.8,6.56,0.54,18700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.71,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"85","Dada98","X16S.18AprPD105",93080481.04,"18AprPD1","PD","P",18,"April","18-Apr","D","05-10 cm",77.9,740.4545455,161.885303,445.7536364,72.72909091,4,0.2,24.1,0.8,6.04,0.1,469000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.1,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"86","Dada98","X16S.18AugPW205",92958455.73,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"87","Dada340","X16S.18DecPW205",92520491.8,"18DecPW2","PW","P",18,"December","18-Dec","W","05-10 cm",84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,7.69,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"88","Dada98","X16S.18AprPW105",91999766.25,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"89","Dada354","X16S.18DecPW205",91639344.26,"18DecPW2","PW","P",18,"December","18-Dec","W","05-10 cm",84.1,843.8959524,87.25166003,580.7136959,109.9754027,19.5,0.3,28.9,15.6,NA,NA,57500000,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,7.69,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"90","Dada1883","X16S.18AugPW205",90574905.58,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"91","Dada354","X16S.18OctPW205",90132827.32,"18OctPW2","PW","P",18,"October","18-Oct","W","05-10 cm",79.56656347,3038.3,206.29,440.57,2391.44,0.22,0.22,49.43,13.87,6.89,0.51,1.59e+08,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0.903,"Autumn",10,-15.95615591,5.782744408,4.54,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"92","Dada45","X16S.18AugPW205",89383130.51,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"93","Dada453","X16S.18AugPW205",89383130.51,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"94","Dada783","X16S.18AugCW205",89084507.04,"18AugCW2","CW","C",18,"August","18-Aug","W","05-10 cm",60.23636364,1047.139547,67.59884653,359.3428283,488.4171635,0.3,0,21.3,3.3,6.89,7.38,73400000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.97,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"95","Dada85","X16S.18JunPD105",87365086.04,"18JunPD1","PD","P",18,"June","18-Jun","D","05-10 cm",70.7,1497.76,125.41,757.69,614.66,5.31,0.38,17.98,2.92,6.49,0.23,643000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,3.39,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"96","Dada192","X16S.18AugPW205",86999580.36,"18AugPW2","PW","P",18,"August","18-Aug","W","05-10 cm",81.95185185,1100.33703,106.9042344,434.9531785,389.0190562,11.8,0.1,18.5,11.7,6.85,0.41,1.5e+08,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,6.29,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
