"","L1","L2","L3","L4","L5"
"KO163","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K01625 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]"
"KO164","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K01690 phosphogluconate dehydratase [EC:4.2.1.12]"
"KO165","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K01783 ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
"KO166","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6]"
"KO167","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K01808 ribose 5-phosphate isomerase B [EC:5.3.1.6]"
"KO168","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K01839 phosphopentomutase [EC:5.4.2.7]"
"KO169","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K03738 aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]"
"KO170","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K05308 gluconate/galactonate dehydratase [EC:4.2.1.140]"
"KO171","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K05774 ribose 1,5-bisphosphokinase [EC:2.7.4.23]"
"KO172","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K06151 gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]"
"KO173","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K06152 gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]"
"KO174","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K07404 6-phosphogluconolactonase [EC:3.1.1.31]"
"KO175","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K08093 3-hexulose-6-phosphate synthase [EC:4.1.2.43]"
"KO176","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K08094 6-phospho-3-hexuloisomerase [EC:5.3.1.27]"
"KO177","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K11395 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]"
"KO178","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K11441 dehydrogluconokinase [EC:2.7.1.13]"
"KO179","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K11529 glycerate 2-kinase [EC:2.7.1.165]"
"KO180","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K13812 bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]"
"KO181","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K13831 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]"
"KO182","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K13937 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]"
"KO183","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K17465 D-glucosaminate PTS system EIIB component [EC:2.7.1.203]"
"KO184","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K17466 D-glucosaminate PTS system EIIC component"
"KO185","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K17467 D-glucosaminate PTS system EIID component"
"KO186","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K17468 D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]"
"KO187","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K18020 glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]"
"KO188","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K18022 glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]"
"KO189","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K19243 NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388]"
"KO190","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K19813 glucose dehydrogenase [EC:1.1.5.9]"
"KO191","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K22199 phosphopentomutase [EC:5.4.2.7]"
"KO192","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K22229 2-ketogluconate reductase [EC:1.1.1.215]"
"KO193","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K22345 glucosaminate ammonia-lyase [EC:4.3.1.9]"
"KO194","KEGG","Metabolism","Carbohydrate metabolism","ko00030 Pentose phosphate pathway","K22969 glucose 1-dehydrogenase [EC:1.1.1.47]"
"KO195","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions",NA
"KO196","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00007 D-arabinitol 4-dehydrogenase [EC:1.1.1.11]"
"KO197","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00008 L-iditol 2-dehydrogenase [EC:1.1.1.14]"
"KO198","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00011 aldehyde reductase [EC:1.1.1.21]"
"KO199","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"KO200","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00039 ribitol 2-dehydrogenase [EC:1.1.1.56]"
"KO201","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00040 fructuronate reductase [EC:1.1.1.57]"
"KO202","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00041 tagaturonate reductase [EC:1.1.1.58]"
"KO203","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00065 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]"
"KO204","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00078 dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]"
"KO205","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00594 alditol oxidase [EC:1.1.3.41]"
"KO206","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00699 glucuronosyltransferase [EC:2.4.1.17]"
"KO207","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00848 rhamnulokinase [EC:2.7.1.5]"
"KO208","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00853 L-ribulokinase [EC:2.7.1.16]"
"KO209","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00854 xylulokinase [EC:2.7.1.17]"
"KO210","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00875 D-ribulokinase [EC:2.7.1.47]"
"KO211","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00880 L-xylulokinase [EC:2.7.1.53]"
"KO212","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"KO213","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01051 pectinesterase [EC:3.1.1.11]"
"KO214","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01184 polygalacturonase [EC:3.2.1.15]"
"KO215","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01195 beta-glucuronidase [EC:3.2.1.31]"
"KO216","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01213 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
"KO217","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01629 rhamnulose-1-phosphate aldolase [EC:4.1.2.19]"
"KO218","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01685 altronate hydrolase [EC:4.2.1.7]"
"KO219","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01686 mannonate dehydratase [EC:4.2.1.8]"
"KO220","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01728 pectate lyase [EC:4.2.2.2]"
"KO221","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01730 oligogalacturonide lyase [EC:4.2.2.6]"
"KO222","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01804 L-arabinose isomerase [EC:5.3.1.4]"
"KO223","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01805 xylose isomerase [EC:5.3.1.5]"
"KO224","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01812 glucuronate isomerase [EC:5.3.1.12]"
"KO225","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01815 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]"
"KO226","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K01820 L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]"
"KO227","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K03077 L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"
"KO228","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K03078 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]"
"KO229","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K03079 L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]"
"KO230","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K03331 L-xylulose reductase [EC:1.1.1.10]"
"KO231","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K05351 D-xylulose reductase [EC:1.1.1.9]"
"KO232","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K08092 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]"
"KO233","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K08322 L-gulonate 5-dehydrogenase [EC:1.1.1.380]"
"KO234","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K08323 mannonate dehydratase [EC:4.2.1.8]"
"KO235","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K09988 D-lyxose ketol-isomerase [EC:5.3.1.15]"
"KO236","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K12447 UDP-sugar pyrophosphorylase [EC:2.7.7.64]"
"KO237","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K13247 L-gulonate 3-dehydrogenase [EC:1.1.1.45]"
"KO238","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K13877 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
"KO239","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K14259 2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]"
"KO240","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K14273 D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming) [EC:1.1.1.179]"
"KO241","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K14274 xylono-1,5-lactonase [EC:3.1.1.110]"
"KO242","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K14275 D-xylonate dehydratase [EC:4.2.1.82]"
"KO243","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K16190 glucuronokinase [EC:2.7.1.43]"
"KO244","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K16849 altronate dehydratase small subunit [EC:4.2.1.7]"
"KO245","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K16850 altronate dehydratase large subunit [EC:4.2.1.7]"
"KO246","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K17738 D-arabinitol 2-dehydrogenase [EC:1.1.1.250]"
"KO247","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K17743 D-xylose reductase [EC:1.1.1.307]"
"KO248","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K17818 D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]"
"KO249","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K18102 L-galactonate dehydratase [EC:4.2.1.146]"
"KO250","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K18103 L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54]"
"KO251","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K18106 D-galacturonate reductase [EC:1.1.1.-]"
"KO252","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K18107 L-glyceraldehyde reductase [EC:1.1.1.372]"
"KO253","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K19551 pectate lyase C [EC:4.2.2.2 4.2.2.10]"
"KO254","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K19588 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
"KO255","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K21030 D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]"
"KO256","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K21619 tagaturonate epimerase [EC:5.1.2.7]"
"KO257","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K21681 ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]"
"KO258","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22185 D-xylose 1-dehydrogenase [EC:1.1.1.175]"
"KO259","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22186 xylonate dehydratase [EC:4.2.1.82]"
"KO260","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22187 alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]"
"KO261","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22396 xylonate dehydratase [EC:4.2.1.82]"
"KO262","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22397 2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28]"
"KO263","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22539 pectate lyase [EC:4.2.2.2]"
"KO264","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22933 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
"KO265","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22935 D-ribulokinase [EC:2.7.1.47]"
"KO266","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K22994 pectate disaccharide-lyase [EC:4.2.2.9]"
"KO267","KEGG","Metabolism","Carbohydrate metabolism","ko00040 Pentose and glucuronate interconversions","K24443 D-xylono/L-arabinono-1,4-lactonase [EC:3.1.1.68 3.1.1.15]"
"KO268","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism",NA
"KO269","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00009 mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]"
"KO270","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00045 mannitol 2-dehydrogenase [EC:1.1.1.67]"
"KO271","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00064 D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]"
"KO272","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00066 GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"KO273","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00068 sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]"
"KO274","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00846 ketohexokinase [EC:2.7.1.3]"
"KO275","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00847 fructokinase [EC:2.7.1.4]"
"KO276","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00863 triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]"
"KO277","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00879 L-fuculokinase [EC:2.7.1.51]"
"KO278","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00881 allose kinase [EC:2.7.1.55]"
"KO279","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00882 1-phosphofructokinase [EC:2.7.1.56]"
"KO280","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00900 6-phosphofructo-2-kinase [EC:2.7.1.105]"
"KO281","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00966 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"KO282","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00971 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"KO283","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K00976 fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]"
"KO284","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01103 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46]"
"KO285","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01218 mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"KO286","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01628 L-fuculose-phosphate aldolase [EC:4.1.2.17]"
"KO287","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01711 GDPmannose 4,6-dehydratase [EC:4.2.1.47]"
"KO288","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01729 poly(beta-D-mannuronate) lyase [EC:4.2.2.3]"
"KO289","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01795 mannuronan 5-epimerase [EC:5.1.3.37]"
"KO290","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01809 mannose-6-phosphate isomerase [EC:5.3.1.8]"
"KO291","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01813 L-rhamnose isomerase [EC:5.3.1.14]"
"KO292","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01818 L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]"
"KO293","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K01840 phosphomannomutase [EC:5.4.2.8]"
"KO294","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K02377 GDP-L-fucose synthase [EC:1.1.1.271]"
"KO295","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K02768 fructose PTS system EIIA component [EC:2.7.1.202]"
"KO296","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K02769 fructose PTS system EIIB component [EC:2.7.1.202]"
"KO297","KEGG","Metabolism","Carbohydrate metabolism","ko00051 Fructose and mannose metabolism","K02770 fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]"
